Date,Opening Balance,Deposits,Withdrawals,Daily P/L,% Return,Cumulative P/L,Profit,Days Since Payout,Goal Balance,Diff from Goal,Current Balance,Notes
2025-02-11,20800.0,0,0,84.27,0.41,84.27,84.27,0,26000,5115.73,20884.27,Deviated from plan
2025-02-12,20884.27,0,0,385.0,1.84,469.27,385.0,1,26000,4730.73,21269.27,
2025-02-13,21269.27,258.39,0,375.81,1.77,845.08,375.81,2,26000,4096.53,21903.47,Technical issue
2025-02-14,21903.47,0,0,356.63,1.63,1201.71,356.63,3,26000,3739.9,22260.1,Followed strategy
2025-02-15,22260.1,281.05,0,281.17,1.26,1482.88,281.17,4,26000,3177.68,22822.32,Followed strategy
2025-02-16,22822.32,0,0,47.91,0.21,1530.79,47.91,5,26000,3129.77,22870.23,Followed strategy
2025-02-17,22870.23,0,80.63,256.14,1.12,1786.93,256.14,6,26000,2954.26,23045.74,
2025-02-18,23045.74,0,0,-134.63,-0.58,1652.3,0,7,26000,3088.89,22911.11,Followed strategy
2025-02-19,22911.11,0,0,-34.52,-0.15,1617.78,0,8,26000,3123.41,22876.59,Technical issue
2025-02-20,22876.59,0,0,201.85,0.88,1819.63,201.85,9,26000,2921.56,23078.44,Market volatility
2025-02-21,23078.44,0,0,347.1,1.5,2166.73,347.1,10,26000,2574.46,23425.54,Technical issue
2025-02-22,23425.54,0,0,283.09,1.21,2449.82,283.09,11,26000,2291.37,23708.63,Followed strategy
2025-02-23,23708.63,0,0,340.47,1.44,2790.29,340.47,12,26000,1950.9,24049.1,News impact
2025-02-24,24049.1,146.83,0,302.2,1.26,3092.49,302.2,13,26000,1501.87,24498.13,
2025-02-25,24498.13,0,0,136.56,0.56,3229.05,136.56,14,26000,1365.31,24634.69,Technical issue
2025-02-26,24634.69,0,0,111.38,0.45,3340.43,111.38,15,26000,1253.93,24746.07,News impact
2025-02-27,24746.07,0,0,-20.54,-0.08,3319.89,0,16,26000,1274.47,24725.53,
2025-02-28,24725.53,0,0,-139.61,-0.56,3180.28,0,17,26000,1414.08,24585.92,
2025-03-01,24585.92,0,0,-4.01,-0.02,3176.27,0,18,26000,1418.09,24581.91,Technical issue
2025-03-02,24581.91,0,0,-80.56,-0.33,3095.71,0,19,26000,1498.65,24501.35,
2025-03-03,24501.35,0,0,195.26,0.8,3290.97,195.26,20,26000,1303.39,24696.61,
2025-03-04,24696.61,414.69,0,139.01,0.56,3429.98,139.01,21,26000,749.69,25250.31,News impact
2025-03-05,25250.31,0,0,248.89,0.99,3678.87,248.89,22,26000,500.8,25499.2,Technical issue
2025-03-06,25499.2,0,0,125.25,0.49,3804.12,125.25,23,26000,375.55,25624.45,Followed strategy
2025-03-07,25624.45,176.49,0,273.44,1.07,4077.56,273.44,24,26000,-74.38,26074.38,
2025-03-08,26074.38,0,0,222.3,0.85,4299.86,222.3,25,26000,-296.68,26296.68,Deviated from plan
2025-03-09,26296.68,0,64.14,110.39,0.42,4410.25,110.39,26,26000,-342.93,26342.93,Market volatility
2025-03-10,26342.93,0,139.01,-67.24,-0.26,4343.01,0,27,26000,-136.68,26136.68,Followed strategy
2025-03-11,26136.68,0,0,383.47,1.47,4726.48,383.47,28,26000,-520.15,26520.15,
2025-03-12,26520.15,0,0,165.42,0.62,4891.9,165.42,29,26000,-685.57,26685.57,Market volatility
