Date,Opening Balance,Deposits,Withdrawals,Daily P/L,% Return,Cumulative P/L,Profit,Days Since Payout,Goal Balance,Diff from Goal,Current Balance,Notes
2025-02-11,21600.0,13.36,0,-5.35,-0.02,-5.35,0,0,27000,5391.99,21608.01,Deviated from plan
2025-02-12,21608.01,398.57,0,316.18,1.46,310.83,316.18,1,27000,4677.24,22322.76,Technical issue
2025-02-13,22322.76,0,0,39.59,0.18,350.42,39.59,2,27000,4637.65,22362.35,Followed strategy
2025-02-14,22362.35,0,0,54.28,0.24,404.7,54.28,3,27000,4583.37,22416.63,Market volatility
2025-02-15,22416.63,0,0,-72.89,-0.33,331.81,0,4,27000,4656.26,22343.74,Followed strategy
2025-02-16,22343.74,0,0,-112.49,-0.5,219.32,0,5,27000,4768.75,22231.25,Followed strategy
2025-02-17,22231.25,0,0,139.66,0.63,358.98,139.66,6,27000,4629.09,22370.91,Followed strategy
2025-02-18,22370.91,482.94,0,-195.54,-0.87,163.44,0,7,27000,4341.69,22658.31,Market volatility
2025-02-19,22658.31,420.99,0,27.73,0.12,191.17,27.73,8,27000,3892.97,23107.03,Deviated from plan
2025-02-20,23107.03,397.35,0,41.02,0.18,232.19,41.02,9,27000,3454.6,23545.4,News impact
2025-02-21,23545.4,0,0,64.1,0.27,296.29,64.1,10,27000,3390.5,23609.5,Followed strategy
2025-02-22,23609.5,0,0,151.37,0.64,447.66,151.37,11,27000,3239.13,23760.87,Technical issue
2025-02-23,23760.87,422.85,0,156.11,0.66,603.77,156.11,12,27000,2660.17,24339.83,Technical issue
2025-02-24,24339.83,150.45,0,320.02,1.31,923.79,320.02,13,27000,2189.7,24810.3,
2025-02-25,24810.3,0,0,-112.8,-0.45,810.99,0,14,27000,2302.5,24697.5,Deviated from plan
2025-02-26,24697.5,0,150.48,-4.83,-0.02,806.16,0,15,27000,2457.81,24542.19,
2025-02-27,24542.19,0,0,-23.45,-0.1,782.71,0,16,27000,2481.26,24518.74,Market volatility
2025-02-28,24518.74,0,0,365.31,1.49,1148.02,365.31,17,27000,2115.95,24884.05,Technical issue
2025-03-01,24884.05,0,0,86.87,0.35,1234.89,86.87,18,27000,2029.08,24970.92,News impact
2025-03-02,24970.92,73.29,0,-26.37,-0.11,1208.52,0,19,27000,1982.16,25017.84,News impact
2025-03-03,25017.84,0,0,-148.58,-0.59,1059.94,0,20,27000,2130.74,24869.26,
2025-03-04,24869.26,0,0,197.51,0.79,1257.45,197.51,21,27000,1933.23,25066.77,Deviated from plan
2025-03-05,25066.77,0,291.9,33.19,0.13,1290.64,33.19,22,27000,2191.94,24808.06,News impact
2025-03-06,24808.06,34.02,0,95.05,0.38,1385.69,95.05,23,27000,2062.87,24937.13,Market volatility
2025-03-07,24937.13,0,0,-8.25,-0.03,1377.44,0,24,27000,2071.12,24928.88,Technical issue
2025-03-08,24928.88,0,221.57,392.84,1.58,1770.28,392.84,25,27000,1899.85,25100.15,Market volatility
2025-03-09,25100.15,0,106.31,57.12,0.23,1827.4,57.12,26,27000,1949.04,25050.96,Technical issue
2025-03-10,25050.96,0,0,214.74,0.86,2042.14,214.74,27,27000,1734.3,25265.7,News impact
2025-03-11,25265.7,0,76.25,82.26,0.33,2124.4,82.26,28,27000,1728.29,25271.71,Market volatility
2025-03-12,25271.71,0,0,276.27,1.09,2400.67,276.27,29,27000,1452.02,25547.98,
