Date,Opening Balance,Deposits,Withdrawals,Daily P/L,% Return,Cumulative P/L,Profit,Days Since Payout,Goal Balance,Diff from Goal,Current Balance,Notes
2025-02-11,23200.0,285.66,0,168.76,0.73,168.76,168.76,0,29000,5345.58,23654.42,
2025-02-12,23654.42,0,0,335.25,1.42,504.01,335.25,1,29000,5010.33,23989.67,Technical issue
2025-02-13,23989.67,0,0,250.11,1.04,754.12,250.11,2,29000,4760.22,24239.78,
2025-02-14,24239.78,380.45,0,-45.01,-0.19,709.11,0,3,29000,4424.78,24575.22,News impact
2025-02-15,24575.22,0,0,159.89,0.65,869.0,159.89,4,29000,4264.89,24735.11,Deviated from plan
2025-02-16,24735.11,0,0,-144.69,-0.58,724.31,0,5,29000,4409.58,24590.42,Technical issue
2025-02-17,24590.42,0,0,372.02,1.51,1096.33,372.02,1,29000,4037.56,24962.44,News impact
2025-02-18,24962.44,487.48,0,250.47,1.0,1346.8,250.47,2,29000,3299.61,25700.39,Technical issue
2025-02-19,25700.39,0,0,-199.91,-0.78,1146.89,0,3,29000,3499.52,25500.48,News impact
2025-02-20,25500.48,0,0,15.27,0.06,1162.16,15.27,4,29000,3484.25,25515.75,Followed strategy
2025-02-21,25515.75,0,0,336.22,1.32,1498.38,336.22,5,29000,3148.03,25851.97,News impact
2025-02-22,25851.97,0,0,334.46,1.29,1832.84,334.46,6,29000,2813.57,26186.43,News impact
2025-02-23,26186.43,0,0,275.6,1.05,2108.44,275.6,7,29000,2537.97,26462.03,Market volatility
2025-02-24,26462.03,0,0,234.57,0.89,2343.01,234.57,8,29000,2303.4,26696.6,Followed strategy
2025-02-25,26696.6,0,0,287.75,1.08,2630.76,287.75,9,29000,2015.65,26984.35,News impact
2025-02-26,26984.35,0,0,359.3,1.33,2990.06,359.3,10,29000,1656.35,27343.65,Market volatility
2025-02-27,27343.65,0,0,151.05,0.55,3141.11,151.05,11,29000,1505.3,27494.7,Market volatility
2025-02-28,27494.7,0,0,245.57,0.89,3386.68,245.57,12,29000,1259.73,27740.27,Followed strategy
2025-03-01,27740.27,349.42,0,205.84,0.74,3592.52,205.84,13,29000,704.47,28295.53,Deviated from plan
2025-03-02,28295.53,0,0,4.43,0.02,3596.95,4.43,14,29000,700.04,28299.96,News impact
2025-03-03,28299.96,0,0,-67.74,-0.24,3529.21,0,15,29000,767.78,28232.22,Market volatility
2025-03-04,28232.22,0,0,-13.13,-0.05,3516.08,0,16,29000,780.91,28219.09,Technical issue
2025-03-05,28219.09,0,0,214.09,0.76,3730.17,214.09,17,29000,566.82,28433.18,Market volatility
2025-03-06,28433.18,0,278.54,247.89,0.87,3978.06,247.89,18,29000,597.47,28402.53,Market volatility
2025-03-07,28402.53,130.96,0,-105.13,-0.37,3872.93,0,1,29000,571.64,28428.36,Followed strategy
2025-03-08,28428.36,0,0,-188.74,-0.66,3684.19,0,2,29000,760.38,28239.62,Deviated from plan
2025-03-09,28239.62,0,0,9.78,0.03,3693.97,9.78,3,29000,750.6,28249.4,Followed strategy
2025-03-10,28249.4,0,0,388.53,1.38,4082.5,388.53,4,29000,362.07,28637.93,Followed strategy
2025-03-11,28637.93,0,0,33.18,0.12,4115.68,33.18,5,29000,328.89,28671.11,Technical issue
2025-03-12,28671.11,0,0,-107.66,-0.38,4008.02,0,6,29000,436.55,28563.45,Market volatility
