Date,Opening Balance,Deposits,Withdrawals,Daily P/L,% Return,Cumulative P/L,Profit,Days Since Payout,Goal Balance,Diff from Goal,Current Balance,Notes
2025-02-11,15200.0,0,0,-42.88,-0.28,-42.88,0,0,19000,3842.88,15157.12,Market volatility
2025-02-12,15157.12,0,116.5,-30.39,-0.2,-73.27,0,1,19000,3989.77,15010.23,Followed strategy
2025-02-13,15010.23,0,287.05,-151.22,-1.01,-224.49,0,2,19000,4428.04,14571.96,Deviated from plan
2025-02-14,14571.96,0,0,339.06,2.33,114.57,339.06,3,19000,4088.98,14911.02,Deviated from plan
2025-02-15,14911.02,404.11,0,307.31,2.06,421.88,307.31,4,19000,3377.56,15622.44,Deviated from plan
2025-02-16,15622.44,0,0,275.13,1.76,697.01,275.13,5,19000,3102.43,15897.57,Technical issue
2025-02-17,15897.57,0,0,292.96,1.84,989.97,292.96,6,19000,2809.47,16190.53,Technical issue
2025-02-18,16190.53,0,0,-150.14,-0.93,839.83,0,7,19000,2959.61,16040.39,Followed strategy
2025-02-19,16040.39,0,0,95.75,0.6,935.58,95.75,8,19000,2863.86,16136.14,Technical issue
2025-02-20,16136.14,0,0,207.95,1.29,1143.53,207.95,9,19000,2655.91,16344.09,Followed strategy
2025-02-21,16344.09,260.29,0,162.48,0.99,1306.01,162.48,10,19000,2233.14,16766.86,Deviated from plan
2025-02-22,16766.86,0,0,151.37,0.9,1457.38,151.37,11,19000,2081.77,16918.23,
2025-02-23,16918.23,199.63,61.09,329.69,1.95,1787.07,329.69,12,19000,1613.54,17386.46,Deviated from plan
2025-02-24,17386.46,0,0,396.93,2.28,2184.0,396.93,1,19000,1216.61,17783.39,Followed strategy
2025-02-25,17783.39,0,0,145.78,0.82,2329.78,145.78,2,19000,1070.83,17929.17,Deviated from plan
2025-02-26,17929.17,0,0,162.41,0.91,2492.19,162.41,3,19000,908.42,18091.58,
2025-02-27,18091.58,202.64,0,-7.92,-0.04,2484.27,0,4,19000,713.7,18286.3,Deviated from plan
2025-02-28,18286.3,0,0,290.07,1.59,2774.34,290.07,5,19000,423.63,18576.37,Followed strategy
2025-03-01,18576.37,0,0,114.21,0.61,2888.55,114.21,6,19000,309.42,18690.58,Market volatility
2025-03-02,18690.58,0,0,171.82,0.92,3060.37,171.82,7,19000,137.6,18862.4,Deviated from plan
2025-03-03,18862.4,0,0,-129.04,-0.68,2931.33,0,8,19000,266.64,18733.36,
2025-03-04,18733.36,0,0,-186.12,-0.99,2745.21,0,9,19000,452.76,18547.24,Market volatility
2025-03-05,18547.24,0,234.71,91.43,0.49,2836.64,91.43,10,19000,596.04,18403.96,News impact
2025-03-06,18403.96,0,188.18,193.77,1.05,3030.41,193.77,11,19000,590.45,18409.55,Market volatility
2025-03-07,18409.55,0,0,89.11,0.48,3119.52,89.11,12,19000,501.34,18498.66,Market volatility
2025-03-08,18498.66,0,0,270.08,1.46,3389.6,270.08,13,19000,231.26,18768.74,News impact
2025-03-09,18768.74,53.5,0,-140.01,-0.75,3249.59,0,14,19000,317.77,18682.23,Deviated from plan
2025-03-10,18682.23,0,0,107.91,0.58,3357.5,107.91,15,19000,209.86,18790.14,Followed strategy
2025-03-11,18790.14,0,0,271.31,1.44,3628.81,271.31,16,19000,-61.45,19061.45,Deviated from plan
2025-03-12,19061.45,0,0,-54.57,-0.29,3574.24,0,17,19000,-6.88,19006.88,Technical issue
