Date,Opening Balance,Deposits,Withdrawals,Daily P/L,% Return,Cumulative P/L,Profit,Days Since Payout,Goal Balance,Diff from Goal,Current Balance,Notes
2025-02-11,20000.0,0,0,49.7,0.25,49.7,49.7,0,25000,4950.3,20049.7,Market volatility
2025-02-12,20049.7,0,0,342.88,1.71,392.58,342.88,1,25000,4607.42,20392.58,Followed strategy
2025-02-13,20392.58,249.73,0,245.42,1.2,638.0,245.42,2,25000,4112.27,20887.73,Market volatility
2025-02-14,20887.73,325.84,295.9,151.85,0.73,789.85,151.85,3,25000,3930.48,21069.52,Followed strategy
2025-02-15,21069.52,0,0,323.46,1.54,1113.31,323.46,4,25000,3607.02,21392.98,
2025-02-16,21392.98,397.63,0,251.36,1.17,1364.67,251.36,5,25000,2958.03,22041.97,Followed strategy
2025-02-17,22041.97,0,0,13.49,0.06,1378.16,13.49,6,25000,2944.54,22055.46,News impact
2025-02-18,22055.46,0,0,-180.01,-0.82,1198.15,0,7,25000,3124.55,21875.45,News impact
2025-02-19,21875.45,0,0,225.37,1.03,1423.52,225.37,8,25000,2899.18,22100.82,Market volatility
2025-02-20,22100.82,0,0,-49.91,-0.23,1373.61,0,9,25000,2949.09,22050.91,Market volatility
2025-02-21,22050.91,0,0,165.2,0.75,1538.81,165.2,10,25000,2783.89,22216.11,Market volatility
2025-02-22,22216.11,0,0,-126.5,-0.57,1412.31,0,11,25000,2910.39,22089.61,Technical issue
2025-02-23,22089.61,371.32,0,136.38,0.62,1548.69,136.38,12,25000,2402.69,22597.31,Followed strategy
2025-02-24,22597.31,0,130.11,-9.54,-0.04,1539.15,0,13,25000,2542.34,22457.66,Technical issue
2025-02-25,22457.66,0,0,269.12,1.2,1808.27,269.12,14,25000,2273.22,22726.78,
2025-02-26,22726.78,356.62,290.01,118.49,0.52,1926.76,118.49,15,25000,2088.12,22911.88,News impact
2025-02-27,22911.88,106.65,0,23.4,0.1,1950.16,23.4,16,25000,1958.07,23041.93,Followed strategy
2025-02-28,23041.93,0,0,259.04,1.12,2209.2,259.04,17,25000,1699.03,23300.97,News impact
2025-03-01,23300.97,0,0,-142.96,-0.61,2066.24,0,18,25000,1841.99,23158.01,Deviated from plan
2025-03-02,23158.01,0,0,370.37,1.6,2436.61,370.37,19,25000,1471.62,23528.38,Market volatility
2025-03-03,23528.38,0,8.1,43.93,0.19,2480.54,43.93,20,25000,1435.79,23564.21,Technical issue
2025-03-04,23564.21,0,0,-86.57,-0.37,2393.97,0,21,25000,1522.36,23477.64,Followed strategy
2025-03-05,23477.64,0,0,247.46,1.05,2641.43,247.46,22,25000,1274.9,23725.1,News impact
2025-03-06,23725.1,0,0,-54.83,-0.23,2586.6,0,23,25000,1329.73,23670.27,
2025-03-07,23670.27,0,0,113.96,0.48,2700.56,113.96,24,25000,1215.77,23784.23,Followed strategy
2025-03-08,23784.23,0,0,245.52,1.03,2946.08,245.52,25,25000,970.25,24029.75,
2025-03-09,24029.75,0,0,317.94,1.32,3264.02,317.94,26,25000,652.31,24347.69,News impact
2025-03-10,24347.69,347.01,0,-83.75,-0.34,3180.27,0,27,25000,389.05,24610.95,News impact
2025-03-11,24610.95,0,0,264.7,1.08,3444.97,264.7,28,25000,124.35,24875.65,
2025-03-12,24875.65,0,0,90.51,0.36,3535.48,90.51,29,25000,33.84,24966.16,Technical issue
