Date,Opening Balance,Deposits,Withdrawals,Daily P/L,% Return,Cumulative P/L,Profit,Days Since Payout,Goal Balance,Diff from Goal,Current Balance,Notes
2025-02-11,10400.0,0,0,314.12,3.02,314.12,314.12,0,13000,2285.88,10714.12,
2025-02-12,10714.12,0,0,155.52,1.45,469.64,155.52,1,13000,2130.36,10869.64,Technical issue
2025-02-13,10869.64,0,0,-117.55,-1.08,352.09,0,2,13000,2247.91,10752.09,Technical issue
2025-02-14,10752.09,413.5,0,55.58,0.52,407.67,55.58,3,13000,1778.83,11221.17,Followed strategy
2025-02-15,11221.17,0,0,128.08,1.14,535.75,128.08,4,13000,1650.75,11349.25,News impact
2025-02-16,11349.25,0,0,2.03,0.02,537.78,2.03,5,13000,1648.72,11351.28,Market volatility
2025-02-17,11351.28,0,0,94.07,0.83,631.85,94.07,6,13000,1554.65,11445.35,Technical issue
2025-02-18,11445.35,0,0,347.04,3.03,978.89,347.04,1,13000,1207.61,11792.39,Followed strategy
2025-02-19,11792.39,0,0,85.99,0.73,1064.88,85.99,2,13000,1121.62,11878.38,Followed strategy
2025-02-20,11878.38,0,0,281.08,2.37,1345.96,281.08,3,13000,840.54,12159.46,Deviated from plan
2025-02-21,12159.46,308.53,0,67.03,0.55,1412.99,67.03,4,13000,464.98,12535.02,Market volatility
2025-02-22,12535.02,0,0,92.02,0.73,1505.01,92.02,5,13000,372.96,12627.04,Market volatility
2025-02-23,12627.04,0,0,235.17,1.86,1740.18,235.17,6,13000,137.79,12862.21,Deviated from plan
2025-02-24,12862.21,0,0,83.07,0.65,1823.25,83.07,7,13000,54.72,12945.28,Deviated from plan
2025-02-25,12945.28,0,0,259.17,2.0,2082.42,259.17,8,13000,-204.45,13204.45,
2025-02-26,13204.45,0,0,-0.41,-0.0,2082.01,0,9,13000,-204.04,13204.04,News impact
2025-02-27,13204.04,0,0,126.96,0.96,2208.97,126.96,10,13000,-331.0,13331.0,Deviated from plan
2025-02-28,13331.0,0,0,-90.95,-0.68,2118.02,0,11,13000,-240.05,13240.05,Deviated from plan
2025-03-01,13240.05,0,0,177.18,1.34,2295.2,177.18,12,13000,-417.23,13417.23,Technical issue
2025-03-02,13417.23,178.5,298.62,-154.81,-1.15,2140.39,0,13,13000,-142.3,13142.3,News impact
2025-03-03,13142.3,231.69,0,-158.31,-1.2,1982.08,0,14,13000,-215.68,13215.68,Market volatility
2025-03-04,13215.68,0,0,-40.21,-0.3,1941.87,0,15,13000,-175.47,13175.47,
2025-03-05,13175.47,0,0,-93.69,-0.71,1848.18,0,16,13000,-81.78,13081.78,Followed strategy
2025-03-06,13081.78,0,0,-94.62,-0.72,1753.56,0,17,13000,12.84,12987.16,Followed strategy
2025-03-07,12987.16,0,0,-173.74,-1.34,1579.82,0,1,13000,186.58,12813.42,Deviated from plan
2025-03-08,12813.42,0,211.63,218.75,1.71,1798.57,218.75,2,13000,179.46,12820.54,Followed strategy
2025-03-09,12820.54,0,0,279.72,2.18,2078.29,279.72,3,13000,-100.26,13100.26,Followed strategy
2025-03-10,13100.26,0,0,82.22,0.63,2160.51,82.22,4,13000,-182.48,13182.48,News impact
2025-03-11,13182.48,0,0,329.36,2.5,2489.87,329.36,5,13000,-511.84,13511.84,News impact
2025-03-12,13511.84,0,0,72.74,0.54,2562.61,72.74,6,13000,-584.58,13584.58,Market volatility
