Date,Opening Balance,Deposits,Withdrawals,Daily P/L,% Return,Cumulative P/L,Profit,Days Since Payout,Goal Balance,Diff from Goal,Current Balance,Notes
2025-02-11,14400.0,382.62,0,40.66,0.28,40.66,40.66,0,18000,3176.72,14823.28,
2025-02-12,14823.28,0,0,172.23,1.16,212.89,172.23,1,18000,3004.49,14995.51,Market volatility
2025-02-13,14995.51,0,0,-74.79,-0.5,138.1,0,2,18000,3079.28,14920.72,Technical issue
2025-02-14,14920.72,0,0,286.66,1.92,424.76,286.66,3,18000,2792.62,15207.38,
2025-02-15,15207.38,0,0,-185.74,-1.22,239.02,0,4,18000,2978.36,15021.64,Technical issue
2025-02-16,15021.64,0,217.61,-120.13,-0.8,118.89,0,5,18000,3316.1,14683.9,Technical issue
2025-02-17,14683.9,0,0,102.38,0.7,221.27,102.38,6,18000,3213.72,14786.28,
2025-02-18,14786.28,0,0,284.78,1.93,506.05,284.78,7,18000,2928.94,15071.06,Market volatility
2025-02-19,15071.06,0,0,308.11,2.04,814.16,308.11,8,18000,2620.83,15379.17,Followed strategy
2025-02-20,15379.17,0,0,169.6,1.1,983.76,169.6,9,18000,2451.23,15548.77,Technical issue
2025-02-21,15548.77,0,0,-19.13,-0.12,964.63,0,10,18000,2470.36,15529.64,
2025-02-22,15529.64,0,0,-104.15,-0.67,860.48,0,11,18000,2574.51,15425.49,Followed strategy
2025-02-23,15425.49,0,0,-184.66,-1.2,675.82,0,12,18000,2759.17,15240.83,Market volatility
2025-02-24,15240.83,0,117.05,-193.87,-1.27,481.95,0,13,18000,3070.09,14929.91,Followed strategy
2025-02-25,14929.91,0,0,-139.08,-0.93,342.87,0,14,18000,3209.17,14790.83,
2025-02-26,14790.83,0,0,-149.72,-1.01,193.15,0,15,18000,3358.89,14641.11,
2025-02-27,14641.11,0,0,122.25,0.83,315.4,122.25,16,18000,3236.64,14763.36,News impact
2025-02-28,14763.36,0,0,83.16,0.56,398.56,83.16,17,18000,3153.48,14846.52,Followed strategy
2025-03-01,14846.52,0,0,18.92,0.13,417.48,18.92,18,18000,3134.56,14865.44,News impact
2025-03-02,14865.44,0,0,-72.79,-0.49,344.69,0,19,18000,3207.35,14792.65,Deviated from plan
2025-03-03,14792.65,0,0,199.18,1.35,543.87,199.18,20,18000,3008.17,14991.83,
2025-03-04,14991.83,0,0,256.44,1.71,800.31,256.44,21,18000,2751.73,15248.27,
2025-03-05,15248.27,0,0,287.81,1.89,1088.12,287.81,22,18000,2463.92,15536.08,Market volatility
2025-03-06,15536.08,0,0,320.48,2.06,1408.6,320.48,23,18000,2143.44,15856.56,Technical issue
2025-03-07,15856.56,0,0,349.5,2.2,1758.1,349.5,24,18000,1793.94,16206.06,Market volatility
2025-03-08,16206.06,0,0,192.35,1.19,1950.45,192.35,25,18000,1601.59,16398.41,Followed strategy
2025-03-09,16398.41,0,0,-58.03,-0.35,1892.42,0,26,18000,1659.62,16340.38,Technical issue
2025-03-10,16340.38,28.14,0,356.89,2.18,2249.31,356.89,27,18000,1274.59,16725.41,Market volatility
2025-03-11,16725.41,0,0,-56.76,-0.34,2192.55,0,28,18000,1331.35,16668.65,Deviated from plan
2025-03-12,16668.65,0,0,-63.22,-0.38,2129.33,0,29,18000,1394.57,16605.43,Deviated from plan
