Date,Opening Balance,Deposits,Withdrawals,Daily P/L,% Return,Cumulative P/L,Profit,Days Since Payout,Goal Balance,Diff from Goal,Current Balance,Notes
2025-02-11,11200.0,0,0,159.25,1.42,159.25,159.25,0,14000,2640.75,11359.25,Technical issue
2025-02-12,11359.25,0,0,55.27,0.49,214.52,55.27,1,14000,2585.48,11414.52,Followed strategy
2025-02-13,11414.52,0,0,276.19,2.42,490.71,276.19,2,14000,2309.29,11690.71,Technical issue
2025-02-14,11690.71,0,0,-155.27,-1.33,335.44,0,3,14000,2464.56,11535.44,Technical issue
2025-02-15,11535.44,0,205.58,176.68,1.53,512.12,176.68,4,14000,2493.46,11506.54,News impact
2025-02-16,11506.54,428.72,0,97.22,0.84,609.34,97.22,5,14000,1967.52,12032.48,Market volatility
2025-02-17,12032.48,0,0,78.53,0.65,687.87,78.53,6,14000,1888.99,12111.01,Followed strategy
2025-02-18,12111.01,0,0,243.38,2.01,931.25,243.38,7,14000,1645.61,12354.39,Market volatility
2025-02-19,12354.39,0,0,318.29,2.58,1249.54,318.29,8,14000,1327.32,12672.68,News impact
2025-02-20,12672.68,0,0,75.63,0.6,1325.17,75.63,9,14000,1251.69,12748.31,News impact
2025-02-21,12748.31,0,0,287.92,2.26,1613.09,287.92,10,14000,963.77,13036.23,News impact
2025-02-22,13036.23,0,0,387.95,2.98,2001.04,387.95,11,14000,575.82,13424.18,Deviated from plan
2025-02-23,13424.18,259.84,0,391.03,2.91,2392.07,391.03,12,14000,-75.05,14075.05,
2025-02-24,14075.05,0,0,76.19,0.54,2468.26,76.19,13,14000,-151.24,14151.24,Deviated from plan
2025-02-25,14151.24,0,0,281.14,1.99,2749.4,281.14,14,14000,-432.38,14432.38,Market volatility
2025-02-26,14432.38,0,0,37.49,0.26,2786.89,37.49,15,14000,-469.87,14469.87,
2025-02-27,14469.87,0,0,-167.74,-1.16,2619.15,0,16,14000,-302.13,14302.13,Deviated from plan
2025-02-28,14302.13,0,0,265.42,1.86,2884.57,265.42,17,14000,-567.55,14567.55,
2025-03-01,14567.55,52.28,0,242.42,1.66,3126.99,242.42,1,14000,-862.25,14862.25,News impact
2025-03-02,14862.25,0,0,-153.82,-1.03,2973.17,0,2,14000,-708.43,14708.43,Market volatility
2025-03-03,14708.43,0,0,39.5,0.27,3012.67,39.5,3,14000,-747.93,14747.93,Market volatility
2025-03-04,14747.93,0,0,304.1,2.06,3316.77,304.1,4,14000,-1052.03,15052.03,Followed strategy
2025-03-05,15052.03,0,274.73,-193.52,-1.29,3123.25,0,5,14000,-583.78,14583.78,News impact
2025-03-06,14583.78,0,176.04,224.85,1.54,3348.1,224.85,6,14000,-632.59,14632.59,Technical issue
2025-03-07,14632.59,0,0,191.06,1.31,3539.16,191.06,7,14000,-823.65,14823.65,Followed strategy
2025-03-08,14823.65,0,0,-91.22,-0.62,3447.94,0,8,14000,-732.43,14732.43,News impact
2025-03-09,14732.43,219.25,0,128.63,0.87,3576.57,128.63,9,14000,-1080.31,15080.31,
2025-03-10,15080.31,0,0,-38.83,-0.26,3537.74,0,10,14000,-1041.48,15041.48,
2025-03-11,15041.48,0,0,91.98,0.61,3629.72,91.98,11,14000,-1133.46,15133.46,Followed strategy
2025-03-12,15133.46,318.76,0,-17.11,-0.11,3612.61,0,12,14000,-1435.11,15435.11,Market volatility
